[18-Feb-2015 02:14:50 UTC] PHP Notice:  Undefined variable: query in /home/ubuntu/workspace/api/index.php on line 48
[18-Feb-2015 02:19:14 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[18-Feb-2015 02:24:10 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[18-Feb-2015 02:39:34 UTC] PHP Notice:  Undefined variable: query in /home/ubuntu/workspace/api/index.php on line 46
[18-Feb-2015 02:39:34 UTC] PHP Notice:  Undefined variable: query in /home/ubuntu/workspace/api/index.php on line 48
[18-Feb-2015 02:44:01 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[18-Feb-2015 02:44:19 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[19-Feb-2015 13:07:17 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[19-Feb-2015 13:21:33 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[19-Feb-2015 13:21:41 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[19-Feb-2015 13:23:16 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[19-Feb-2015 13:25:38 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[19-Feb-2015 13:25:43 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[19-Feb-2015 13:27:30 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[19-Feb-2015 13:27:32 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[19-Feb-2015 13:27:54 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[19-Feb-2015 13:30:27 UTC] PHP Notice:  Undefined variable: query in /home/ubuntu/workspace/api/index.php on line 46
[19-Feb-2015 13:30:30 UTC] PHP Notice:  Undefined variable: query in /home/ubuntu/workspace/api/index.php on line 46
[19-Feb-2015 13:31:23 UTC] PHP Notice:  Undefined variable: query in /home/ubuntu/workspace/api/index.php on line 46
[19-Feb-2015 13:31:26 UTC] PHP Notice:  Undefined variable: query in /home/ubuntu/workspace/api/index.php on line 46
[19-Feb-2015 13:38:28 UTC] PHP Notice:  Undefined variable: query in /home/ubuntu/workspace/api/index.php on line 46
[20-Feb-2015 17:05:20 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[20-Feb-2015 17:45:52 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 61
[25-Feb-2015 03:49:49 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[25-Feb-2015 03:50:23 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[25-Feb-2015 03:51:20 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[25-Feb-2015 03:52:00 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[25-Feb-2015 03:52:23 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[25-Feb-2015 03:52:27 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[25-Feb-2015 03:52:31 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[25-Feb-2015 03:55:16 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 02:12:52 UTC] PHP Notice:  Undefined variable: query in /home/ubuntu/workspace/api/index.php on line 68
[26-Feb-2015 14:49:48 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 14:49:54 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 14:50:18 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 14:50:43 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 14:51:09 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 14:51:11 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 14:52:11 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 14:52:59 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 14:53:02 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 14:53:20 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 14:54:16 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 14:54:53 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 15:02:58 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 15:03:45 UTC] PHP Notice:  Undefined index: query in /home/ubuntu/workspace/api/index.php on line 10
[26-Feb-2015 15:03:54 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 15:04:15 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 15:06:23 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 15:08:04 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 15:08:09 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 15:08:11 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 15:08:13 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
[26-Feb-2015 15:09:23 UTC] PHP Notice:  Undefined variable: rating in /home/ubuntu/workspace/api/index.php on line 54
[26-Feb-2015 15:09:23 UTC] PHP Notice:  Undefined variable: rating in /home/ubuntu/workspace/api/index.php on line 54
[26-Feb-2015 15:09:23 UTC] PHP Fatal error:  Call to a member function execute() on a non-object in /home/ubuntu/workspace/api/index.php on line 69
